3.842870	4.676203	63
4.572037	4.940787	44
4.628287	5.717870	72
5.203287	5.544953	60
5.451203	5.690787	63
5.688703	5.932453	68
5.878287	5.949120	75
5.892870	6.382453	63
5.897037	5.951203	80
5.897037	5.951203	84
6.119953	6.405370	60
6.403287	7.182453	72
6.407453	6.888703	75
6.411620	6.836620	80
6.415787	6.780370	84
6.692870	7.034537	60
6.936620	7.132453	63
7.169953	7.413703	68
7.411620	7.667870	63
7.676203	8.040787	60
7.955370	8.305370	43
8.019953	9.178287	72
8.338703	8.874120	60
8.603287	8.855370	64
8.851203	9.157453	70
9.099120	9.157453	82
9.099120	9.165787	76
9.099120	9.865787	64
9.105370	9.184537	84
9.349120	9.684537	60
9.617870	10.132453	82
9.622037	10.119953	84
9.636620	10.149120	76
9.838703	10.194953	60
10.105370	10.369953	64
10.349120	10.605370	70
10.597037	10.811620	72
10.607453	10.890787	64
10.880370	11.228287	60
11.167870	11.553287	41
11.236620	11.428287	72
11.576203	11.753287	63
11.842870	12.105370	65
12.086620	12.355370	69
12.317870	12.457453	75
12.332453	12.513703	72
12.336620	12.490787	81
12.338703	12.463703	84
12.599120	12.844953	63
12.726203	13.567870	75
12.849120	13.559537	81
12.861620	13.509537	85
12.917870	13.215787	73
13.203287	13.457453	63
13.457453	13.759537	65
13.726203	14.034537	69
14.017870	14.222037	72
14.017870	14.332453	65
14.322037	14.676203	63
14.605370	15.251203	34
14.699120	15.284537	46
14.753287	14.828287	72
15.136620	15.413703	56
15.419953	15.678287	62
15.676203	15.897037	65
15.922037	16.049120	84
15.930370	16.063703	74
15.938703	16.072037	77
15.938703	16.238703	62
16.213703	16.482453	56
16.440787	17.149120	74
16.451203	17.182453	77
16.513703	17.047037	65
16.801203	17.130370	56
17.044953	17.290787	58
17.307453	17.563703	62
17.567870	17.730370	65
17.567870	17.842870	58
17.865787	18.130370	56
18.182453	19.551203	39
18.186620	19.565787	51
18.228287	18.494953	65
18.592870	18.780370	58
18.861620	19.174120	61
19.092870	19.390787	67
19.409537	19.711620	63
19.736620	19.940787	68
19.755370	20.130370	61
